Résultats d'expérience
======================
Angle d'incidence (deg.)        Incertitude (deg.)     Angle réfracté (deg.)        Incertitude (deg.)
                   11.20,                     3.00,                     6.75,                     2.50
                   23.37,                     3.00,                    13.93,                     2.50
                   30.53,                     3.00,                    22.44,                     2.50
                   45.33,                     3.00,                    27.57,                     2.50
                   50.56,                     3.00,                    34.07,                     2.50
                   62.12,                     3.00,                    37.49,                     2.50
                   67.93,                     3.00,                    41.50,                     2.50
                   79.42,                     3.00,                    40.69,                     2.50
